ticker,purchases
ADC,1
AGIG,4
AISP,1
ALNT,1
ALT,1
AMLX,1
AROW,1
ASA,5
ASG,1
ASTS,1
AVO,4
BNTC,6
BUKS,2
CBKM,1
CHUC,1
COCP,2
DLPN,1
DLTH,2
EFOI,1
ENTX,1
EPD,1
FFAI,1
FKYS,1
FNGR,4
FUND,7
GAB.Q,2
GF,4
GPUS,6
GRX.G,1
HHH,1
HQI,2
HYMC,4
HYPD,4
IMA,1
IMNM,1
IPSC,1
LAKE,1
LGL,1
LUCY,5
MBIO,1
MNPR,1
MNTR,2
MRUS,7
MYSZ,1
N/A,5
NAVN,20
NKE,1
NMCO,1
NRXS,1
NWTG,1
NYC,5
None,3
PFX,5
PHIO,1
PPTINC,3
PROP,2
QNBC,1
QRHC,1
RCG,39
SCPQ,1
SGRP,1
SLGL,3
SLSN,2
SPRU,3
SSGC,3
STRR,1
SVAQU,1
TCRX,3
TOFB,1
TPL,4
TPVG,12
TXMD,1
UA,10
UPXI,1
USA,1
USIO,14
UUU,4
VANI,1
VENU,3
WHF,7
WRB,5
WYY,2
