ticker,purchases
ABCB,1
ABSI,1
ADVM,3
AFCG,2
ALMS,3
ALTG,1
ANVS,2
ARX,1
ASA,1
ASTS,1
ATEX,1
ATLO,1
AVTR,1
BBDC,1
BSBK,2
CBKM,2
CCRN,2
DGICA,2
DOMH,2
DSAC,3
ECBK,13
EML,1
FIGR,1
FSEA,5
FSK,1
GAIA,4
GAM,4
GLBZ,1
GLP,2
GRND,1
GRNT,1
HKHC,6
IOR,6
JFB,2
JYNT,1
KVHI,3
LFAC,1
LSAK,3
LUCK,3
MAIA,3
MERC,29
MGM,1
MIDD,1
MLP,2
MNR,2
MRVI,2
MSCI,19
MXF,1
NAN,1
NGS,2
NRDY,2
NRIM,3
NWBI,1
PFBX,1
QDEL,1
QNTO,1
RCG,14
RDGL,1
RHEP,1
ROLR,3
RVSB,1
SINT,2
SLGL,2
SMRT,2
SPRU,3
SRTA,1
STRR,1
SVCO,2
TBTC,2
THFF,1
TISI,3
TPL,2
TPVG,6
VSTS,1
ZEUS,1
emby,3
