ticker,purchases
ABSI,1
ACIC,2
ACNB,1
ACNT,2
AEYE,1
AFCG,3
AIRS,2
ALIT,1
ALKT,2
ALTG,6
AMRZ,3
ARQ,2
ASLE,1
AVO,2
AWRE,2
BBSI,1
BETR,1
BLDR,1
BWFG,6
BXSL,1
BY,1
CARS,1
CASY,1
CBKM,4
CBSH,1
CBZ,2
CCIF,1
CCNE,1
CMTV,2
COFS,1
CPNG,1
CPSH,1
CRTO,1
CSTM,1
CSW,1
CTBI,1
CTEV,2
CULP,2
DCH,1
DIN,1
DLPN,1
DRMA,1
ED,1
EML,6
ENOV,1
EYPT,1
FCNCA,2
FFIN,1
FLNT,5
FOA,2
FSCO,1
FSUN,1
GABC,5
GAIA,1
GAM,1
GO,2
GPGI,3
GRNT,3
HBAN,1
HBIO,3
HHH,1
IFF,8
ISBA,1
ISTR,1
KELYA,1
KFS,2
KGS,2
LINE,1
LNC,1
LOAR,1
LOGC,3
MBX,1
MTN,2
MX,2
MXF,1
MYO,2
N/A,10
NKSH,1
NUTX,2
OBIO,1
OCSL,1
OSUR,2
PAL,1
PBI,1
PML,1
PODC,1
POOL,1
PSX,1
RCG,14
RDDT,1
RHLD,4
ROCK,1
ROLR,1
RPC,2
SCM,7
SCND,1
SDHC,4
SENS,2
SI,3
SLRC,2
SNES,3
SOFI,1
SONO,3
SPRU,2
SRZN,6
STIM,1
STRA,1
SUMA,1
TACT,2
TCPC,3
TGLS,2
TOI,3
TPL,2
TRIN,3
ULBI,5
VANI,2
VNO,1
VRTS,3
VSNT,4
WEST,2
WHF,7
YORW,1
ZBRA,1
