ticker,purchases
AACOU,2
AASP,1
AAT,3
ACIC,1
ACOG,6
AERA,1
AMH,9
ARDX,1
ARES,1
AUBN,2
AVBC,2
AVTR,1
AVX,1
BLCO,2
CAR,1
CNDT,1
COCP,1
CVI,3
DLPN,1
DTM,1
EIG,1
FBLA,1
FFIN,1
FIG,3
FMNB,2
FPI,1
FRD,1
GBCI,1
GF,1
GGT,1
GPN,1
HBAN,1
HLNE,6
HTGC,3
HUM,1
HYMC,1
IBM,2
ITIC,1
KELYA,1
KGS,1
KYN,1
LEE,3
LPX,1
LXRX,1
MKZR,1
NAII,3
NBR,1
NEU,1
NFRX,2
NP,1
OCUL,1
OGE,1
PALO,1
PALOU,1
PCB,2
PFLT,1
POOL,2
RCG,14
RPC,1
RRBI,1
RYAN,3
SBCF,1
SINT,1
SMG,1
SRBK,1
SSTI,2
SWZ,5
TBI,1
TCBI,2
TCBX,1
TPL,2
TYL,2
TZOO,3
UBER,2
UUU,2
VERX,1
VRSK,2
ZION,1
