ticker,purchases
ADMQ,1
ALT,1
ANDG,6
ASA,1
ATEX,1
AZO,1
CBKM,1
CCXIU,1
CFND,1
CJMB,1
CNK,6
COO,1
COSM,1
CRM,1
DLHC,2
DLPN,1
DMLP,2
ED,1
ELUT,1
EVMN,1
FWDI,1
GAIA,1
GF,1
GLP,3
GLSI,1
GOF,1
GPUS,2
GTE,1
GUG,1
HNRG,1
HYMC,1
HYPD,4
IGR,1
IMNM,3
IRIX,1
KFS,2
KOD,2
KYTX,2
LAKE,1
LFT,2
LITS,1
LQR,1
LUCY,2
MBAV,1
MDLN,3
MNTR,2
MRUS,2
N/A,1
NAVN,13
NBBK,1
NTST,1
NYC,3
OMCC,2
PCF,3
PFX,1
PODC,1
PROP,5
RCG,14
RKMIX,1
RNXT,2
S,1
SCND,2
SCWO,1
SEI,3
SGHT,1
SLGL,1
SNEX,1
SPMC,3
SPRU,3
SPT,1
SRV,3
TPL,2
TPVG,8
UNB,3
UUU,2
VSTS,2
WY,1
XELB,1
XZO,3
fmbm,8
