ticker,purchases
ADX,4
AGL,1
AGYS,10
AIG,5
AMTB,1
ANIX,1
APRE,2
ASA,5
ATLO,1
AUBN,3
BFC,1
BY,1
CBK,2
CBKM,1
CCFN,4
CCNE,2
CMTV,4
CNXC,1
CR,5
CWBC,1
DLPN,1
EFSI,1
ELUT,4
EMAT,1
EMPD,3
FCBC,1
FCCO,1
FCF,1
FFIN,1
FINS,4
GF,2
HYMC,1
IBM,1
IP,2
IRIX,1
KFS,4
KMI,1
LIFE,3
MHH,2
MIGI,2
MLAA,1
MNTR,2
MXF,1
N/A,6
NBBK,2
NBTB,1
NEOG,2
NFJ,5
NFRX,1
NOMA,1
NRIM,3
NWBI,1
NWFL,3
NYC,4
OTF,2
PFBX,2
PKBK,1
PW,1
RCG,28
RMBI,1
SGU,1
SHCO,1
SIGI,1
SLGL,1
SNES,2
SRBK,1
STEX,2
STRW,2
TCBI,2
THM,3
TPL,4
UA,4
USAR,2
UVSP,1
VENU,1
WRB,3
WS,2
XASIX,1
YSS,1
