SMCI,IncreasePosition,changeinshares1011%,2025-10-31
MIR,IncreasePosition,changeinshares38%,2025-10-31
OKLO,IncreasePosition,changeinshares33%,2025-10-31
VRSN,IncreasePosition,changeinshares8%,2025-10-31
