ticker,purchases
ACVA,1
ADM,1
ARCC,4
ARES,1
ASA,3
AVBC,1
AVR,1
BANC,1
BCBP,1
BMI,2
BOTJ,1
BST,2
BSTZ,2
BV,1
CAQ,1
CEPS,1
CING,4
COCP,1
COSM,1
CSWC,1
CXM,1
CZNC,2
DLPN,1
DPG,1
ECBK,1
EIKN,3
ENTX,3
FEED,1
FNWB,1
FRST,1
GALT,1
GDV,1
"GEF, GEF-B",2
GF,1
GOVB,1
HCIC,3
ILMN,1
IRIX,2
IT,1
KKR,1
KMB,1
LADR,1
LAW,1
LEE,1
LFVN,1
LSAK,1
LUCK,1
MANE,19
MIFAX,1
MMS,4
MNTR,2
NFJ,2
NFRX,2
NG,1
OFRM,1
PATK,1
PFBX,1
PRU,2
PW,2
RAL,1
RCG,22
SGP,17
SMBK,1
TBBK,3
TCGSX,1
TDG,1
TECX,1
TPL,3
VRNS,4
WRB,7
ZIVO,1
[ENTX],1
