ticker,purchases
ACOG,2
ADV,1
AHCO,3
ALIT,1
ALKT,1
ALTG,3
AMR,9
AMT,1
ANNX,1
AVBC,3
AXP,7
BBBY,1
BETR,1
BH,1
BJRI,1
BLMN,1
BWFG,12
CBKM,1
CCNE,1
CPNG,3
CPS,3
CRH,2
CSPI,6
CTBI,1
CTEV,2
DIN,3
DYN,1
ECC,1
ENOV,1
FFIN,2
FG,2
FOX,1
FRST,1
FSSL,1
GAM,1
GF,1
GO,1
GOF,1
GOGO,2
GRNT,2
GWRS,1
HGTY,1
INDV,1
IP,2
JBHT,21
KELYA,1
KOS,4
KRRO,9
LEE,3
LOAR,8
MBX,1
MDRR,1
MNTR,3
MPB,6
MXF,2
MYO,1
N/A,5
NCDL,2
NKSH,1
NMFC,4
NP,1
NXRT,1
OFLX,1
ONCY,2
PATK,1
PETV,1
PTLO,1
RCG,14
ROCK,1
SCISX,1
SENS,2
SMRT,1
SNDA,4
SPRU,3
SRE,1
STAA,6
SVRE,2
SWZ,2
TCBI,1
TFSL,1
THRY,1
TIPT,2
TPL,1
TRST,1
UUU,5
VANI,2
VEEE,1
WULF,1
