ticker,purchases
ACOG,2
ADV,1
AHCO,3
ALIT,1
ALKT,1
ALTG,1
AMR,9
AMT,1
ANNX,1
AVBC,3
AXP,7
BBBY,1
BETR,1
BH,1
BJRI,1
BLMN,1
BWFG,6
CBKM,1
CPNG,3
CPS,3
CRH,2
CSPI,6
CTEV,1
DIN,3
DYN,1
ECC,1
ENOV,1
FFIN,2
FG,2
FOX,1
FRST,1
FSSL,1
GAM,1
GF,1
GO,1
GOF,1
GOGO,2
GWRS,1
HGTY,1
INDV,1
IP,2
JBHT,21
KELYA,1
KOS,4
KRRO,9
LEE,3
LOAR,8
MBX,1
MDRR,1
MNTR,3
MPB,6
MXF,1
MYO,1
N/A,6
NCDL,2
NMFC,4
NP,1
NXRT,1
OFLX,1
ONCY,2
PATK,1
PETV,1
PTLO,1
RCG,7
SCISX,1
SMRT,1
SNDA,4
SPRU,3
SRE,1
STAA,6
SVRE,2
SWZ,2
TCBI,1
TFSL,1
THRY,1
TIPT,2
TPL,1
TRST,1
UUU,5
VANI,2
VEEE,1
WULF,1
