ticker,purchases
ADMQ,1
ALT,1
ANDG,6
ASA,1
ATEX,1
AVGO,1
AZO,2
BNTC,6
BRR,2
CCXIU,1
CFND,1
CJMB,1
CNK,6
COO,1
COSM,1
DLPN,1
DMLP,2
ED,1
ELUT,1
EPSN,2
ESOA,3
EVMN,1
FWDI,1
GAIA,1
GF,2
GLGI,1
GLSI,1
GOF,1
GPUS,2
GTE,2
GUG,1
HNRG,1
HYMC,1
HYPD,4
ICU,1
IMNM,2
KFS,1
KOD,2
KYTX,2
LAKE,1
LFT,2
LITS,1
LQR,1
LUCY,2
MAIA,3
MBAV,1
MCFT,3
MDLN,4
MNTR,2
MRUS,4
N/A,1
NAVN,12
NBBK,1
NMZ,1
NTST,1
NYC,3
PFX,1
PLX,1
PROP,5
RCG,14
RKMIX,1
RMI,1
RNXT,2
ROLR,1
S,1
SCWO,1
SGHT,1
SLGL,1
SPMC,3
SPRU,3
SPT,1
SRV,3
TPL,2
TPVG,4
UUU,2
VSTS,2
WRB,4
WY,1
XELB,1
XZO,3
fmbm,8
