ticker,purchases
AAON,3
AARD,2
ADGM,1
AFCG,1
AIPG,1
AIRJ,2
AMCR,1
AMR,14
APLE,1
ARE,1
ASA,1
ASST,4
AWF,2
AZO,1
BFLY,1
BLNK,3
CBKM,1
CCFN,2
CCLFX,2
CE,1
CFND,2
CJMB,5
CLFD,1
CLYM,2
CRMT,1
DIS,1
DLHC,1
ELAN,3
ELWT,1
FGBI,1
FWDI,1
GF,1
GLP,2
GPUS,2
HLIT,1
HUBG,1
IFF,1
IGR,2
IMVT,1
IOR,6
IRIX,3
IT,7
ITW,1
KLXE,2
KVUE,2
LCGMF,3
MAA,1
MDRR,2
MGYR,3
MIAX,1
MIDD,7
MLP,1
MMLP,2
MSFT,1
MSGM,2
MXF,2
N O G,2
NEWT,1
NEXT,2
NRDY,2
NZF,1
OPTT,2
OTH,4
OXM,1
PROP,7
RCG,7
RLMD,2
RZLT,6
SI,4
SMRT,2
SPFX,1
SPRU,2
STK,1
SVCO,1
TEAD,2
TPL,1
TTRX,1
TUSK,1
TWLV,1
ULBI,1
UUU,2
VANI,2
VERA,1
VRA,3
WMG,1
WVE,1
none,1
scnd,1
