ticker,purchases
ABT,2
ADM,1
APH,1
ARCC,3
ASA,2
ASG,1
AVR,1
BATRA,2
BCAL,1
BMI,1
BOBS,5
BST,2
BSTZ,2
BV,1
CBC,1
CEPS,1
CFND,1
CLBR U,1
COCP,1
CSBB,1
CSWC,1
CXM,1
ECBK,1
EIKN,9
FDBC,1
FFIN,1
FNWB,1
FRAF,1
FRST,1
GALT,1
GDV,1
"GEF, GEF-B",2
GF,2
GLXY,3
HCIC,3
HWKN,2
HYT,1
IRAB,3
IT,1
JCI,1
KMB,2
LUCK,1
LUMN,1
LW,1
MANE,26
MIFAX,8
MMS,1
MNRO,1
N/A,1
NFJ,1
NFRX,3
NG,2
NXG,1
NYSE:FLG,1
OFRM,1
PATK,1
PBHC,1
PMN,1
PMPEX,6
PRU,1
PW,2
RAL,5
RCG,22
ROP,1
RUM,3
SHBI,1
SNES,2
SOFI,2
SONO,3
SRV,1
SWZ,5
TAP,1
TBBK,1
TCBI,2
TDG,1
TENB,1
TPL,3
TVA,2
USA,1
UUU,1
WDFC,1
WRB,4
fmbm,1
