ticker,purchases
APC,1
APCX,1
ASA,2
AVX,2
BIIB,1
BY,1
CHGG,1
CMIIU,1
CNVS,7
COCH,5
COFS,2
COTY,1
CVRX,1
DEI,1
DIS,1
DKNG,1
DLHC,2
DLPN,1
EKSO,8
ERNA,1
FAF,3
FLYW,1
FMBH,5
FUSB,1
FWRD,2
GABC,1
GDV,1
GF,1
GGN,1
GGT,1
GTE,3
HIPO,1
ISBA,1
IVYIX,1
JUVF,9
JYNT,1
KFS,2
KKR,8
KLRS,1
KVYO,1
LEE,3
LNZA,2
LYFT,1
MDU,1
MNTR,2
MPAA,1
MSCI,4
MSFT,1
MXF,1
N/A,3
NEOG,1
NFJ,1
NRDE,1
NTWK,2
NWPP,1
NWWP,1
OVLY,3
PRU,1
RCG,7
RXO,1
SAH,6
SBCF,1
SLGL,1
SONO,3
SPMC,2
STEX,1
STQN,1
TPL,1
VELO,2
VERX,2
VLY,1
WRB,3
none,2
