Stock,Transaction,Politician,Traded
WM,Purchase,Rick LarsenHouse / D,2026-01-07
META,Purchase,Rick LarsenHouse / D,2026-01-07
DRI,Purchase,Rick LarsenHouse / D,2026-01-07
BR,Purchase,Dan NewhouseHouse / R,2025-12-31
SNPS,Purchase,Dan NewhouseHouse / R,2025-12-31
RCL,Purchase,Dan NewhouseHouse / R,2025-12-31
JPM,Purchase,Roger WilliamsHouse / R,2025-12-22
RTX,Purchase,Roger WilliamsHouse / R,2025-12-22
XLU,Purchase,Tommy TubervilleSenate / R,2025-12-17
XLP,Purchase,Tommy TubervilleSenate / R,2025-12-17
XLV,Purchase,Tommy TubervilleSenate / R,2025-12-17
FERG,Purchase,Rick W. AllenHouse / R,2025-12-12
NXPI,Purchase,Dan NewhouseHouse / R,2025-12-11
LULU,Purchase,Dan NewhouseHouse / R,2025-12-11
SCHW,Purchase,Dan NewhouseHouse / R,2025-12-11
TMUS,Purchase,Dan NewhouseHouse / R,2025-12-11
TXT,Purchase,Dan NewhouseHouse / R,2025-12-11
BX,Purchase,Dan NewhouseHouse / R,2025-12-11
PANW,Purchase,Dan NewhouseHouse / R,2025-12-11
