Stock,Transaction,Politician,Traded
GOOGL,Purchase,John BoozmanSenate / R,2025-09-17
IEF,Purchase,John BoozmanSenate / R,2025-09-16
IEI,Purchase,John BoozmanSenate / R,2025-09-16
SCHP,Purchase,John BoozmanSenate / R,2025-09-16
SHY,Purchase,John BoozmanSenate / R,2025-09-16
ETN,Purchase,John BoozmanSenate / R,2025-09-12
AMZN,Purchase,Val T. HoyleHouse / D,2025-09-10
GDDY,Purchase,Val T. HoyleHouse / D,2025-09-10
LVMUY,Purchase,Val T. HoyleHouse / D,2025-09-10
MCK,Purchase,Val T. HoyleHouse / D,2025-09-10
ADBE,Purchase,John BoozmanSenate / R,2025-09-04
