ticker,purchases
AASP,1
ADV,2
AERO,2
AFCG,3
AHCO,2
AIRS,1
ALG,1
ARQ,1
BBSI,1
BCIC,5
BETR,7
BHM,1
BORR,2
BUSE,1
BWIV,2
CGBD,1
CWCO,2
DLPN,1
DXR,2
EPD,1
FATN,1
FLYX,3
FRPH,1
GAM,1
GF,2
GLBS,4
GO,2
GSM,2
HKHC,3
HQ,1
IFF,2
IONR,1
JAN,6
JLS,1
KELYA,2
KLC,1
KLTR,7
KYN,1
LCRDX,1
LULU,1
MGM,2
MKTW,3
MNTR,2
MXF,4
N/A,1
NEXT,1
NFJ,4
NMM,3
NMR,1
NRGV,1
NXRT,3
OBT,1
OSUR,2
PETV,2
PFG,2
PICS,2
PODC,1
QRHC,1
RCG,21
REEMF,1
RMT,1
RNXT,3
RPC,1
RVT,1
SBSW,2
SCND,1
SLGL,2
SOTK,1
SPRU,2
SRZN,4
THRY,2
TISI,2
TLPH,1
TOFB,1
TOI,1
TOUR,4
TPL,3
TPST,1
TSM,1
UMH,1
UUU,3
VRSN,1
WHF,2
XZO,5
fmbm,11
