ticker,purchases
AAT,2
ABCL,2
AMH,1
APCX,4
ATLO,1
AXR,3
BACQ,12
BLIN,2
BRN,1
CADL,1
CMS,1
CMTG,1
CSPI,9
CXH,1
EAD,1
EOD,1
ERC,1
ERH,3
FNWD,3
FRAF,1
FRHC,2
FRPT,1
FSCO,1
GOOD,1
GSHD,1
HMN,1
HTGC,4
IBCP,1
INBK,1
IONQ,1
IPWR,1
ISPR,7
JAGU,1
KELYA,1
LEE,3
LKFN,1
LNBIX,3
LNPIX,2
LOGC,3
LXRX,1
MERC,1
MNTR,3
MSEX,1
MWA,1
MYGN,3
NAII,3
NFRX,1
NRGV,1
NZF,1
ODCYX,1
OESX,1
OFIX,4
PALO,1
PATK,1
PMNT,2
PODD,1
POOL,1
RCG,14
REXR,3
RHP,1
RPC,1
SKWD,2
SONO,3
SRTS,1
SSTI,2
SXC,4
TBI,2
TDG,1
TPL,3
TRGS,1
TWN,1
WRB,9
WY,1
XSPIX,1
